poi,text,like_count,published_at,video_id,video_title,sentiment,sentiment_score
Tha Phae Gate,"What a stunning, beautiful, and stylish video. My husband and I want to visit Chiang Mai one day; it's on our list when he retires. I love the food, stylish Bar scenes, and the music you played in this video. Thank you so much!",1,2025-09-15T00:31:11Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9293
Tha Phae Gate,"This was one of the most beautiful travel vlogs I've watched on youtube, gorgeous!! The music, the edit, everything! Thank you so much for all the beautiful tips and spots, we'll be there in january and will check out every spot!

What camera are you using, especially for the pictures? Thank you so much in advance <3",2,2025-12-01T14:18:07Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9253
Tha Phae Gate,Love the channel. Your videos give me nostalgia for when I could eat and drink as much as I wanted while traveling and face no consequences 😂 Enjoy it!,1,2025-08-17T10:54:03Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8851
Tha Phae Gate,"What a beautiful video. Everything is on point, esp the music. Ahh, can’t wait for my Chiang Mai trip next month! Thank you for all the ideas! ❤️",1,2025-08-26T02:50:03Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9442
Tha Phae Gate,"Thank you so much for showing us around. 😊
Tips for mango sticky rice : to make sure you can taste the sweetness of the mango, only pour the coconut milk sparingly only over sticky rice, that’s how we Thais eat it. 😊",1,2025-07-12T15:12:37Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.6995
Tha Phae Gate,"Love your video, very informative! 
Hope to visit Chiangmai one day.",0,2026-01-25T09:08:48Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9184
Tha Phae Gate,I really enjoyed this Chiang Mai vlog. Everything you post i also wanna buy. The handmade local items are all so pretty. The scenery are pretty too!!,1,2025-05-21T12:29:17Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9059
Tha Phae Gate,OMG! I've lived in Chiang Mai for 6 yrs and I've never been to some other places that you visited. Now I have more reasons to go back! Thank you for this vlog! I miss CNX so much.,0,2025-05-21T22:27:13Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8839
Tha Phae Gate,I keep watching your vlog and I am glad to see you in Thailand where my hometown. You make me feel want to go to Chiang Mai even I am Thai 😅 Your guys are very good to explore the nice  place. I am look forward to watching the next one soon😊,1,2025-05-19T15:21:37Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8799
Tha Phae Gate,"What a beautiful work you made 🤍 is looking forward for my first trip to Chiang Mai (and Thailand too) , can’t wait after seeing your video… 

Greetings from Taiwan",0,2025-05-27T17:08:56Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9305
Tha Phae Gate,"It was such a nice surprise to ran into you on street in HK, a few hours before I leave😂😂Like your videos and we always re-check your Japan videos before we go there🤭",0,2025-05-23T06:28:57Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8366
Tha Phae Gate,thank you for broadening my view of Chiang Mai 🥹 I hope I can visit this beautiful homey city someday!,0,2025-05-21T19:08:15Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9096
Tha Phae Gate,"What a revelation this city was to me!The quality and variety of markets..shopping,and coffee shops..wow!Would love to visit there.Thanks for sharing.",0,2025-05-19T18:08:21Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.925
Tha Phae Gate,"'m a big fan of you guys. I'm in Chiang Mai, and I hope to meet you next time!",0,2025-08-30T13:48:55Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9116
Tha Phae Gate,Beautiful video at a beautiful place!,0,2025-05-24T17:45:32Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9418
Tha Phae Gate,Watching from VietNam - I hope you guys will come to my country someday — the scenery is beautiful and the food is amazing. 🥰,1,2025-05-19T13:25:06Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8734
Tha Phae Gate,"lovely video.  if you have time, there is a huge flower market just next to Jing Jai, about 5 minutes walk away, as well as a Lotus supermart",1,2025-05-22T13:52:45Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.6632
Tha Phae Gate,thanks for this video! i really jotted down a lot for my upcoming chiang mai trip :),0,2025-06-08T07:52:15Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8245
Tha Phae Gate,Hi from Malaysia ..planning a solo trip to Chiang Mai  in the near future. ....very helpful ..as looking forward to Thai cuisine there...😊,0,2025-07-04T05:00:40Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.7848
Tha Phae Gate,Love the vibes of this video! could you drop the list of coffee shops in chiangmai?,1,2025-11-23T04:02:22Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.7491
Tha Phae Gate,"Hi Sam, Victor, great travel vlog as always! Also, just to let you guys know Millilit Cafe just moved to 308 Tha Phae Road.",0,2025-06-15T13:11:09Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8475
Tha Phae Gate,Visit Mae rim next time_ fresh air and lots of cafe in natural surroundings😊,0,2025-05-20T12:52:07Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8043
Tha Phae Gate,"Aww, I loved the place and the hotel. The price is super good! But stay away from the pigeons! They carry a lot of infections. ⭕️ Lots of nice places with coffee! Perfect for me 🤎",1,2025-05-19T16:40:06Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8271
Tha Phae Gate,"since I saw you visited Bangkok, Phuket, and Chiang Rai last year I really hope you will visit Chiang Mai this year since it is my favorite city in Thailand and you're one of my favorite travel vloggers ever! and God really bless me, you made it. I will finish the video today whatever happens. 🥹",7,2025-05-20T19:57:15Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8764
Tha Phae Gate,"Hi I'm Thai.I've been following your videos and really enjoy them.Thank you for visiting and appreciating our country. I hope you have a wonderful time here.If you get the chance, please come visit again you're always welcome!",0,2025-05-20T03:58:09Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9214
Tha Phae Gate,"I really enjoyed this, Chiang Mai looks amazing. But I found the song you chose for the Coconut market was so sad, it didn't fit such a happy place. I always like the music you use though.",0,2025-05-19T16:09:01Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.9285
Tha Phae Gate,"If you could guys visit morocco, it would be a great idea 💡 cause a lot of people are willing to visit morocco. You are great people and have good cameras and quality cameras, so why  not ❤❤",0,2025-06-07T13:08:21Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.791
Tha Phae Gate,Finally another video for Monday and great that you guys visited one of my favourite place Chiang Mai! Hope you guys really enjoy it!,1,2025-05-19T12:50:54Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9389
Tha Phae Gate,Surprised you hadn't been to Chiang Mai till now!!! Chiang Mai is such a vibe.,0,2025-05-19T14:49:32Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.7478
Tha Phae Gate,"Watching from London, just in time for my lunch break! :D",7,2025-05-19T12:38:15Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8006
Tha Phae Gate,Wow! I've been waiting for you guys to travel to Chiang Mai!!😊 I'm so excited to watch! Thank you for the amazing vlogs!😊,3,2025-05-19T12:48:09Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9259
Tha Phae Gate,Watching from Hong Kong 🎉Ready for a new place to explore,2,2025-05-19T12:35:50Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8274
Tha Phae Gate,"Hello! Welcome to Chiang Mai. I’m live here.
Last week, I went on a trip to Hong Kong after watching many your vlogs. It was great! I’m thinking of going back there again. 😊",0,2025-05-19T16:54:31Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8923
Tha Phae Gate,"i go to Chiangmai every month, one of the reasons is visiting Bar San. The best in Chiangmai",2,2025-05-21T03:02:50Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8695
Tha Phae Gate,I ll always watch your travel vlog!!why don't you try to visit my country PHILIPPINES♥️🥰,0,2025-05-22T21:49:03Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.6655
Tha Phae Gate,"I was watching and taking notes of every single cafe you guys visited 😤
But what’s the name of that Japanese-style cafe at the end of the video?? It’s insanely beautiful — someone please tag it for meee",0,2025-05-20T07:56:36Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.3651
Tha Phae Gate,been a fan for foreverrrr and chiang mai is my top wishlist .. thank youuu for making this vid! i want to learn travel vlog too what software do you use to make these videos?,0,2025-05-20T02:28:16Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.7632
Tha Phae Gate,"I had to comment seeing you going into the Fake Michelin Stars Fishball restaurant because we’ve tried that same restaurant last year and it was not what we expected.. it was below average and were led down, there’s so many people/tourists queuing to eat there for the Michelin stars. In Thailand, there’s some fake Michelin stars restaurants going on so we thought it is either bought or fake advertisement stickers. 😢
On the positive note, mangoes in Thailand really are so fragrant and delicious, definitely a must try kinda fruits😊
Thanks for bringing memories back for me… truly enjoyed this vid.",1,2025-05-19T15:49:18Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.9294
Tha Phae Gate,OMG!!! FINALLY A THAILAND VLOG!!! CHIANG MAI is one of my favorite places in Thailand and those coffee shop recommendations are on my list now! Thank you for the recommendations and tips! Happy Monday!,1,2025-05-19T13:03:29Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8996
Tha Phae Gate,Love the video! Are there good non-alcoholic options at the bars? Makes me want to plan a trip to Chiang Mai with a big group of friends as well 😌,0,2025-05-25T14:02:49Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8064
Tha Phae Gate,"I avoid peanuts in Thailand. They are frequently contaminated with aflatoxins. Aflatoxins are produced by molds, and are found in roasted and ground peanuts.",0,2025-05-19T17:41:18Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.8539
Tha Phae Gate,is a car needed to get around chiangmai as a tourist?,2,2025-08-08T00:58:46Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.8155
Tha Phae Gate,"7:40 I’m Thai and would like to warn tourists about this. Those guys offering a photograph service for flying birds at Tha Phae gate are illegal and are banned by the locals. They’re actually not the locals there. Their behaviors are considered as an animal abuse. Please don’t support them. They’re arrested by the police several times.

By the way, Welcome to Thailand. I love your Vlog so much. Less speech. Nice vibe and nice music❤",1,2025-09-13T11:04:09Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.9188
Tha Phae Gate,is chiang mai or bangkok better for 7 days travel?,0,2025-10-26T06:31:07Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.6819
Tha Phae Gate,"I was honestly in shock learning that women weren’t allowed in the temple shown in the video just because they menstruate. I was really looking forward to visiting Chiang Mai, but I think I’ll stay clear of any places that discriminate against women.

I understand this may come from old cultural or religious beliefs, but as someone who grew up with Islam and saw firsthand how sexist those teachings can be, it’s upsetting to see similar ideas in Buddhism, a faith I always thought was more spiritual and peaceful. I didn’t know about this, and to be honest, it’s really disappointing.",2,2025-06-09T00:44:55Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.8395
Tha Phae Gate,"Really enjoyed watching your vlog.  Although, those pigeons in front of the gate look so unhygienic.",0,2025-05-24T13:38:02Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.6271
Tha Phae Gate,I prefer Chiang Mai and Chiang Rai to Bangkok because they are more peaceful and natural.,0,2025-10-28T09:23:57Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.5808
Tha Phae Gate,I can’t stand hot humid weather and all the insects so Thailand would never be a place I would visit but I enjoy watching your videos. Also Thailand uses elephants for tourist entertainment which is a horrific life for captive elephants. I can’t support a country that has very little animal protection laws. My choice. Then there’s the human sex trade that the government turns an eye too.,0,2025-05-19T19:59:44Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.9321
Tha Phae Gate,"It took me longer than expected to edit this video, but here it goes 😀😃😄😁!! 20 minutes of Chiang Mai, Thailand 😍. This trip was before the pandemic, so streets now are pretty much empty, unfortunately. Hope in 2021 life goes back to normal 🙏. Stay safe everyone! ❤️",91,2020-12-09T02:46:22Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.4597
Tha Phae Gate,"I'm from Indonesia and I really want to go to Thailand One Day, someone say to me that thailand is Beautiful like Indonesia, so i decided to thailand one day :) 
🇮🇩 💖 🇹🇭

Sorry bad english",44,2020-12-09T03:19:58Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.4818
Tha Phae Gate,This is why Thailand is one of my top list countries to visit. ❤️,31,2020-12-10T05:49:34Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.9128
Tha Phae Gate,"This was just absolutely great. I've lived as a volunter teacher in a small village 1 hour from Chiang Mai for the past 7 years and have spent many hours taking photos throughout the ""Old City"" during my time off. You have captured its essence with some facts I wasn't aware off. Thanks so much.",10,2020-12-10T20:40:56Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.884
Tha Phae Gate,I am a tour guide in This charming city. Welcome to Chiang Mai.,0,2023-09-30T00:48:09Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.6273
Tha Phae Gate,Chiang Mai looks like a beautiful city. Wonderful architecture.,18,2020-12-09T06:52:33Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.9425
Tha Phae Gate,I have been in Chiang Mai 6 years and 3 months. I love it here. Best city in Thailand.,2,2020-12-16T07:37:48Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8891
Tha Phae Gate,Thank you for sharing.🤗 This is the best Chiang Mai travel video ever and you're so beautiful.❤,0,2023-12-23T04:46:56Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.9423
Tha Phae Gate,Hi​ i'm​ from thailand I really like your video You presented Chiang Mai very well. Like the fact that you find information for traveling makes it more fun.👍,11,2020-12-09T04:53:19Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.808
Tha Phae Gate,"Hi Renata, you did such a good job and probably know Chiang Mai temples more than average Thai person.  And the guy who kept popping up in your background was quite entertaining and makes your clip more lively 🙈🙉🙊 Just want to share with you a few things about Buddhism.  Before Buddha statues were constructed (since they really didn't know what the Buddha looked like or perhaps no artisans could perfectly capture the Buddha image), people used elephants to represent the Buddha.  When people circumambulate around the cetiya/stupa, which the Buddha relics were usually held, they are paying respect to the Buddha like when they circumambulated his body three times when he was alive.  And the structures in front of the doors/gates of the temples are not dragons, they are naga (dragons), half human and half serpent, who protects the Triple Gems, so they are there to guard the doors/gates of the temples.  Hope to see more of your videos.",0,2022-06-16T02:25:11Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7431
Tha Phae Gate,Love this video very much.  It was so much fun to watch.  I wish it could be even longer!! Love Chiangmai. It's one of my favorite cities in Thailand. Wish to retire there!!!,2,2020-12-09T04:45:00Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.9202
Tha Phae Gate,"Chiang Mai is a wonderful city with mostly very friendly people, lots to do, lots of shops and various salons, and fantastic food.    Lovely fun video!",1,2021-03-02T00:56:34Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.9103
Tha Phae Gate,Looking forward to visit Chiang Mai someday. 💕 Thailand will always be part of my bucket list. Khop Khun ka 🙏🙏🙏,3,2020-12-14T23:07:25Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7947
Tha Phae Gate,Nice...I lived in CM for 2 years...right next to Wat Chiang Mann....so nice to see my old hood....will return when it's safe again to travel....Thanks...,3,2020-12-10T19:47:13Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8561
Tha Phae Gate,"Chiang mai , my favourite place anywhere!",1,2021-11-06T21:16:46Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8624
Tha Phae Gate,"Great videos! ✨✨✨
Really really need to visit our neighbor, Thailand, from Indonesia. 🤗
Aaaaa, I can't wait to end this pandemic. (2gether the series influence me a lot, by the way 😂)",4,2020-12-10T12:16:33Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8293
Tha Phae Gate,Welcome to Chiangmai from Chiangmai People.,2,2020-12-13T01:39:58Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.6779
Tha Phae Gate,Interesting ! Will definitely visit Thailand !,1,2021-02-22T18:39:55Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7679
Tha Phae Gate,Great job with the vlog. You explained all the history and showed the city from a great point of view. Love your vlog :),2,2022-08-15T18:03:51Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.9371
Tha Phae Gate,This is my first time to visit your channel. It's so wonderful and interesting. ☺❤💖,4,2020-12-15T12:39:27Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.9412
Tha Phae Gate,Very insightful and informative vlog. I visited there few times  and i miss Chiang mai so much.,0,2020-12-09T05:58:45Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7835
Tha Phae Gate,I’ve just subscribed to your channel. I love Chiang Mai but haven’t been able to visit since March 2020. I’ve been to most places in this vlog and it brings back good memories 🥰🥰🥰,2,2021-02-01T13:28:10Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8446
Tha Phae Gate,"Thank you so much for sharing, incredible! Can't wait to visit myself one day 😎 x",2,2020-12-10T17:48:52Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.925
Tha Phae Gate,"Hi Renata - your video brought back so many memories of my visit to Chiang Mai a few years ago. Good job =)

@khoistar",2,2020-12-12T08:31:10Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8811
Tha Phae Gate,"Bureram,thailand❤️you must like it...want you to travel...",1,2020-12-20T12:53:05Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7437
Tha Phae Gate,"Nice clip. I'm Chiangmai people. 
We are fine and hope to see tourist people visit our hometown soon. Sa was dee jao.",0,2021-06-10T08:39:19Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8087
Tha Phae Gate,I am absolutely overwhelmed to hear your outstanding description on Chiangmai with lovely voice. On the top of videography is awesome. I had been Chiangmai in 2014. By seeing your amazing blogging I decided I have to go Chiangmai again. Indeed this city is so beautiful. 😊💓💓🌷🌷👍,3,2020-12-09T03:08:14Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.878
Tha Phae Gate,Aaaaah best place in this beautiful country 😍😍,3,2020-12-09T11:16:35Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8927
Tha Phae Gate,i miss so much chiang mai ! My first place to travel for 3rd time once border is open very soon.,1,2020-12-20T14:43:17Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.3666
Tha Phae Gate,"New Sub,really like how you tell the history and your beauty.
I myself am wanting to retire to Thailand or Laos. in the next year or two....3 at most.",0,2021-02-02T05:46:42Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.6845
Tha Phae Gate,"Lovely video. It brings me so much memories about Chiang Mai.

Dragon symbolize one of the guardian angel in buddhism. To keep away any evil energy to enter the place.

Thanks Renata for the video. Waiting for next episode ❤️❤️ Stay safe and have a wonderful day.",1,2020-12-09T07:44:32Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.756
Tha Phae Gate,Thailand = Land of The gold😍,1,2021-01-16T17:05:44Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8723
Tha Phae Gate,"I am Thai,then I saw your channel On this clip I  love  Chiangmai very must and amazing your present on your way. And love you. Thank you for show beautiful culture to people all over the world. Many thanks.",0,2021-01-09T08:37:08Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7724
Tha Phae Gate,As a chiang-mai's people who is working in BKK now. I really enjoy your video. This makes me miss my hometown so much TT. Thank you for sharing this.,1,2021-08-08T09:44:24Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8376
Tha Phae Gate,When u said stupa it also reminds me of your visit to d candi in Indonesia.,1,2020-12-09T06:59:06Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.4164
Tha Phae Gate,I have been to Chiang Mai seven times. This is one of the most accurate and informed videos I have seen. Well done. Thousands of ex-pats live outside the city in places like Doi Sacket etc. I would be very interested to hear their views on retirement in that area of Thailand.,4,2020-12-09T15:41:05Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7624
Tha Phae Gate,"Hi from Chiangmai,I’m living here 15 years already,great place to retire",0,2020-12-10T21:38:40Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8783
Tha Phae Gate,Going for my first time next month after a week in Bangkok. My 2nd visit to Bangkok.,0,2022-10-21T02:56:05Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.5197
Tha Phae Gate,"Hi... Hola... Swasdi khrap from Buenos Aires Argentina...

I was watching a lot videos of world markets, food, world music, and large etc...

 Thailand is one of my favorite Asia for visit for many reasons(the Temples, food, open zoos, thai-pop girls groups, 7 Eleven and large etc ...!)
  Yes, it's expensive for me but I'ld go to there someday.... 
  Not only for me and  discovery of new places. Also, specially for some Thai-pop girls who talked with me in Instagram daily since when I discovered them (aprox 2018/2019).  And It's funny to say many of these Temples appear in CGM48 musci videos too!


Parabens! Hasta luego!
 Thirak... Amor... Love!(Ones of my new phrases)

atte

Pablo T. Garcia",1,2021-02-06T20:58:29Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.6555
Tha Phae Gate,Also visit chiang mai and rai two times..  I love this twin city so much..,0,2020-12-10T05:33:55Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7902
Tha Phae Gate,"I live in Chiang mai for 7 years now, and many people make travel blogs about old city, however I may say, yours is one of the best, well presented, well spoken, in a friendly imformative manner, love my Chiang mai, my home now",0,2021-05-13T17:00:24Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7995
Tha Phae Gate,"chiang mai, the most beautiful city of Thailand, i love it",3,2020-12-11T17:41:56Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8433
Tha Phae Gate,"I love ChiangMai very much I’ve been many places like you show on this video,can’t wait to go back to Thailand again been stuck in USA almost one year since coronavirus , I have been to Wat Pra Siing very beautiful.love your videos your husband is very funny 🥰👍👍",1,2020-12-13T12:54:53Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7866
Tha Phae Gate,Always excited when watching your video. The explanation is so complete and so accurate. Can't wait to be able to make the trip to Thailand when this is all over. Thank you renata have a great day💕,8,2020-12-16T13:27:11Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.922
Tha Phae Gate,"Just love roamnig the back streets of the old town, on my bicycle in the cooler early mornings without traffic. One Dec the temps dropped to 12C !",0,2020-12-09T08:15:57Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7294
Tha Phae Gate,"Renata the streets may have been empty but it gave both you and the viewer an opportunity to see the city without the crowds.  The crowds dont add anything to your videos, they cram it and dont allow the viewer to see the city/town as it should be seen.  Love your videos from Down Under.  You are both a perfect foil for each other.",0,2023-04-19T18:55:17Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,negative,0.8071
Tha Phae Gate,"Love your presentation 🙏 gives better picture and in-depth knowledge of place.
Thailand is not all about Bangkok.",3,2021-01-24T16:04:03Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7094
Tha Phae Gate,My wife and I have been to Thailand more than 20 times but 2020 before lockdown was the first time we visit CM and immediately my wife said it's the place she loves most in Thailand.,1,2021-01-28T06:15:50Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.6842
Tha Phae Gate,clockwise 3 times around. For respect. I have been walking around most of the temples in Chiang Mai. When it is hot it is hard :),3,2020-12-12T22:15:01Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.6239
Tha Phae Gate,"Chiang Mai is very nice, the weather is good, I visited last year. I have a chance to go one more time I love Thailand 🙏😊💖💖💛💛💖💖💛💛🙏😊",1,2020-12-09T02:54:49Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.8791
Tha Phae Gate,Wonderful Chiangmai. Like 15-20 yrs ago. No have supper travel group. For share inform. The story of city pillar(s) are dramatic/true story (over 200 yrs ago). It is a mix of Buddhism and Prahm belief.,0,2020-12-12T16:55:34Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.5054
Tha Phae Gate,"Chiang Mai is city for tourist , plenty of nice resort , flower land  , natural view , unique culture and food  that I love  but I never visit temple even I stayed there 4 years",2,2020-12-25T16:12:10Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,neutral,0.6466
Tha Phae Gate,"RENATA what a lovely presentation of our home city thank you so much! Obtw you could come back once a year every year for 20 years and not see it all ,on top of that 30-minute to 90-minute drives out of town you can't believe the mountains and Resorts and temples you will find I could go on and on but thank you for such a lovely video!
I have to laugh at my friend's that's a Bangkok is cheap LOL and did you know chiangmai is not as cheap as some other cities?",1,2021-12-11T01:50:29Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,positive,0.7823
Tha Phae Gate,I loved Chiang Mai 30 years ago but it got too crowded for me. Chiang Rai is still ok but also getting very crowded at times too.,0,2021-01-21T21:36:59Z,RlFTQvSY4_k,THAILAND: Chiang Mai Old City - Best things to do | day and night 🌞🌛,negative,0.8181
